-3.4098081979785472e-01 -1.4993423105307313e-01 9.6518232130718473e-01 9.5439838738579086e-01 3.7842415624141695e-01 9.9995346846518218e-01 -3.8321999553897035e-01 -9.1098445439122056e-01 9.5523581688541237e-01
-3.3763257186474038e-01 -1.4431575439685115e-01 9.6228524777332614e-01 9.5468613720605133e-01 3.7839381201927419e-01 9.9950053938419570e-01 -1.4081448990662884e-01 -9.7824081104601757e-01 9.4988832390898625e-01
-3.3533730434925380e-01 -1.4089444822416639e-01 9.5968178068656385e-01 9.5498241997215805e-01 3.7835554420157114e-01 9.9904784647195088e-01 1.1072561449727072e-01 -9.8213082475497715e-01 9.4584729101816056e-01
-3.3418209040880986e-01 -1.3976340119068606e-01 9.5756227319535669e-01 9.5529041729644681e-01 3.7830716230529166e-01 9.9859383225483733e-01 3.5510798629429807e-01 -9.2239964119003703e-01 9.4332373755061705e-01
-3.3417667615247543e-01 -1.4086282907457190e-01 9.5608059993827310e-01 9.5561246365645680e-01 3.7824722288091728e-01 9.9813695921894918e-01 5.7650309952591017e-01 -8.0291234135533196e-01 9.4242353039097837e-01
-3.3525312226056270e-01 -1.4398477375937480e-01 9.5534372713236559e-01 9.5594981748549490e-01 3.7817518007560996e-01 9.9767583796475368e-01 7.6056889870325772e-01 -6.3140400076330194e-01 9.4314052864508746e-01
-3.3727069356770206e-01 -1.4878764392209928e-01 9.5540468681272317e-01 9.5630250784054893e-01 3.7809147218656480e-01 9.9720934795766436e-01 8.9537938646988968e-01 -4.1897941914078696e-01 9.4535743757481006e-01
-3.4002564971854188e-01 -1.5481958509283528e-01 9.5625941231270750e-01 9.5666927170046967e-01 3.7799753508574263e-01 9.9673674072792873e-01 9.7219713669079355e-01 -1.7939474840529088e-01 9.4885428535463590e-01
-3.4326526055847112e-01 -1.6154908615007121e-01 9.5784761996973511e-01 9.5704759020543562e-01 3.7789573883802646e-01 9.9625771658067552e-01 9.8603973829091141e-01 7.1832680864153273e-02 9.5332391649633663e-01
-3.4670508588522825e-01 -1.6840075566489007e-01 9.6005763943467326e-01 9.5743382473468697e-01 3.7778924964527066e-01 9.9577246762746141e-01 9.3600340266329263e-01 3.1842890148828834e-01 9.5839341803792721e-01
-3.5004834009642299e-01 -1.7479386538124395e-01 9.6273482092403884e-01 9.5782344587528045e-01 3.7768182504616582e-01 9.9528168259491068e-01 8.2532259326106616e-01 5.4441731524666126e-01 9.6364999127225792e-01
-3.5300602318389540e-01 -1.8018108181699494e-01 9.6569290049412160e-01 9.5821134082953785e-01 3.7757755572309437e-01 9.9478651175715838e-01 6.6116157568377198e-01 7.3515394597189831e-01 9.6866948014850707e-01
-3.5531645008929297e-01 -1.8408480199255464e-01 9.6872750050614376e-01 9.5859217827355214e-01 3.7748057174932492e-01 9.9428849348115012e-01 4.5415115144098073e-01 8.7827681633334498e-01 9.7304558799554064e-01
-3.5676285466217000e-01 -1.8612867660468232e-01 9.7163079637812055e-01 9.5896080448073484e-01 3.7739473439850002e-01 9.9378944710731665e-01 2.1770040452224307e-01 9.6450777924083297e-01 9.7641777013950692e-01
-3.5718787933779172e-01 -1.8606223299789723e-01 9.7420630272179820e-01 9.5931264129428873e-01 3.7732333644163696e-01 9.9329133962722338e-01 -3.2872031821722200e-02 9.8825462762411787e-01 9.7849588457432535e-01
