-1.1209959490343661e-16 3.3309612707694986e-17 -1.1658792673192293e-16 -2.3433078854905680e-09 -1.5679336133117836e-09 1.7826595475258825e-09 -8.9947605065979260e-14 2.1383933663892401e-13 -1.5601016270598047e-16
-1.1099883727970604e-16 3.2061403542172718e-17 -1.1623797855172310e-16 -2.3440143896420595e-09 -1.5678078873900031e-09 1.7818520916031463e-09 -3.3051318493637301e-14 2.2962671327579946e-13 -1.5513680428016110e-16
-1.1024425360888960e-16 3.1301321052896232e-17 -1.1592349617543036e-16 -2.3447418444987829e-09 -1.5676493314503383e-09 1.7810450567084636e-09 2.5988998380632713e-14 2.3053983308484836e-13 -1.5447681835034796e-16
-1.0986446974061414e-16 3.1050045954642778e-17 -1.1566747306079441e-16 -2.3454980617852483e-09 -1.5674488696135312e-09 1.7802356662674341e-09 8.3349285733516875e-14 2.1651887300302099e-13 -1.5406466882652422e-16
-1.0986268976969919e-16 3.1294296495396973e-17 -1.1548849629202854e-16 -2.3462887732793992e-09 -1.5672005212015995e-09 1.7794211792886717e-09 1.3531411126535610e-13 1.8847110027730037e-13 -1.5391764600455525e-16
-1.1021657821633822e-16 3.1987872389408934e-17 -1.1539948671237778e-16 -2.3471170687776248e-09 -1.5669020245697762e-09 1.7785991188305782e-09 1.7851717478836653e-13 1.4821220276982192e-13 -1.5403474694686308e-16
-1.1087986750736990e-16 3.3054885198172180e-17 -1.1540685025664319e-16 -2.3479830196227413e-09 -1.5665551957250300e-09 1.7777674872685220e-09 2.1015926197990490e-13 9.8348858339520567e-14 -1.5439681494799608e-16
-1.1178557671608421e-16 3.4394950257776182e-17 -1.1551009569718660e-16 -2.3488835247539573e-09 -1.5661659839490720e-09 1.7769249502736645e-09 2.2818956504175089e-13 4.2110108257697813e-14 -1.5496792396782687e-16
-1.1285061921031056e-16 3.5889986263618012e-17 -1.1570194114841891e-16 -2.3498123996846263e-09 -1.5657442091868886e-09 1.7760709735672214e-09 2.3143863574867456e-13 -1.6861597089767092e-14 -1.5569790903468297e-16
-1.1398148347973385e-16 3.7412163396463344e-17 -1.1596889753765878e-16 -2.3507607106101325e-09 -1.5653029900363073e-09 1.7752058996346294e-09 2.1969434106579402e-13 -7.4746198722370962e-14 -1.5652586559405960e-16
-1.1508059938589045e-16 3.8832466199591536e-17 -1.1629228414808435e-16 -2.3517173365885222e-09 -1.5648578951948312e-09 1.7743309562981138e-09 1.9371585912752052e-13 -1.2779344036654066e-13 -1.5738437490774691e-16
-1.1605295635351977e-16 4.0029298249131143e-17 -1.1664960147204542e-16 -2.3526697243094856e-09 -1.5644258736819742e-09 1.7734481942002630e-09 1.5518475284872467e-13 -1.7256587790970886e-13 -1.5820416334369332e-16
-1.1681252376937211e-16 4.0896554553804360e-17 -1.1701616198196355e-16 -2.3536047839213246e-09 -1.5640240377264264e-09 1.7725603558532134e-09 1.0659623424038942e-13 -2.0616173073510417e-13 -1.5891887408335199e-16
-1.1728803839445313e-16 4.1350624790300016e-17 -1.1736686178129752e-16 -2.3545098616221113e-09 -1.5636683858331309e-09 1.7716706846724756e-09 5.1097620783410694e-14 -2.2640309908885442e-13 -1.5946962257461956e-16
-1.1742776793698107e-16 4.1335863579378608e-17 -1.1767796667647176e-16 -2.3553737167904597e-09 -1.5633725610168738e-09 1.7707826872975124e-09 -7.7155695695317465e-15 -2.3197729992298415e-13 -1.5980902250641312e-16
-1.1720293101237843e-16 4.0828168129301633e-17 -1.1792878575578968e-16 -2.3561874288880921e-09 -1.5631467392202728e-09 1.7698998668120694e-09 -6.6032665343520996e-14 -2.2252210905084090e-13 -1.5990440619882986e-16
-1.1660954663703995e-16 3.9836431844754825e-17 -1.1810311418158207e-16 -2.3569451623845121e-09 -1.5629967361975422e-09 1.7690254472799008e-09 -1.2007489759862313e-13 -1.9864934379986865e-13 -1.5974001961938867e-16
-1.1566859449796850e-16 3.8401786077804999e-17 -1.1819034400469983e-16 -2.3576447267913407e-09 -1.5629234069966560e-09 1.7681621114128045e-09 -1.6634040865997283e-13 -1.6190523797526337e-13 -1.5931804375395170e-16
-1.1442448302415868e-16 3.6594691387066548e-17 -1.1818616621174138e-16 -2.3582878826994429e-09 -1.5629223926596863e-09 1.7673117724054532e-09 -2.0183128709277957e-13 -1.1467018360402196e-13 -1.5865837584152082e-16
-1.1294193751634001e-16 3.4510083991859659e-17 -1.1809281708909539e-16 -2.3588803625377268e-09 -1.5629842437679011e-09 1.7664753993008432e-09 -2.2424787837695782e-13 -6.0004367193754411e-14 -1.5779719013217873e-16
-1.1130152743410610e-16 3.2260912892970550e-17 -1.1791885514592367e-16 -2.3594315954151038e-09 -1.5630949234657360e-09 1.7656529112006170e-09 -2.3213776292357608e-13 -1.4493495635157474e-15 -1.5678438235729738e-16
-1.0959414291080413e-16 2.9970509338923977e-17 -1.1767848870495565e-16 -2.3599541477420529e-09 -1.5632366641365655e-09 1.7648431502688584e-09 -2.2498975706106773e-13 5.7201504555609988e-14 -1.5568007886698182e-16
-1.0791479991150932e-16 2.7764305927540146e-17 -1.1739050644792047e-16 -2.3604629123764401e-09 -1.5633891250579006e-09 1.7640439381314220e-09 -2.0326687914498078e-13 1.1214883383253169e-13 -1.5455045529053146e-16
-1.0635619640758483e-16 2.5761462792505029e-17 -1.1707689117050142e-16 -2.3609740990987801e-09 -1.5635307747668516e-09 1.7632522132194176e-09 -1.6837619314126210e-13 1.5983338104965318e-13 -1.5346315596476541e-16
-9.4279804917324430e-17 9.9389357894476392e-18 -1.1799831698200511e-16 -2.4015130200050426e-09 -1.5602102069201591e-09 1.7114774955261779e-09 1.8955586666516171e-13 -1.3476592160785033e-13 -1.4801508706226173e-16
-9.4673598673407570e-17 1.0484434285773537e-17 -1.1817061098299424e-16 -2.4023469227981878e-09 -1.5599238017777523e-09 1.7105600812709860e-09 1.4940474023945554e-13 -1.7825544997807021e-13 -1.4837512579091948e-16
-9.4793565216571637e-17 1.0690377914880933e-17 -1.1827315161611466e-16 -2.4030763028711377e-09 -1.5597663894725275e-09 1.7096685148729703e-09 9.9574260145388960e-14 -2.1020244127406175e-13 -1.4853173718354423e-16
-9.4613246407484363e-17 1.0519953405593653e-17 -1.1829777062203364e-16 -2.4036866046913157e-09 -1.5597576245250146e-09 1.7088070768701362e-09 4.3291499826660551e-14 -2.2853677201841553e-13 -1.4846376588323361e-16
-9.4126751458890127e-17 9.9617459244860377e-18 -1.1824191992332854e-16 -2.4041711153200516e-09 -1.5599075513024797e-09 1.7079779216769021e-09 -1.5798221440640499e-14 -2.3207007532456179e-13 -1.4816567047698557e-16
-9.3349034626606944e-17 9.0302912443359406e-18 -1.1810888199675872e-16 -2.4045315223652567e-09 -1.5602158295862848e-09 1.7071808702603504e-09 -7.3867556596489654e-14 -2.2057281946874276e-13 -1.4764786612206489e-16
-9.2314752697144473e-17 7.7648895450792075e-18 -1.1790755858168790e-16 -2.4047778943265466e-09 -1.5606716619127703e-09 1.7064133709801863e-09 -1.2715516533426197e-13 -1.9478920661170559e-13 -1.4693595987308553e-16
-9.1075788966030692e-17 6.2267744689215289e-18 -1.1765185115638921e-16 -2.4049280782472614e-09 -1.5612544338192731e-09 1.7056706354587781e-09 -1.7220945752875180e-13 -1.5638892670489829e-13 -1.4606893461168247e-16
-8.9697620871412024e-17 4.4948409285182829e-18 -1.1735967625922458e-16 -2.4050065505924295e-09 -1.5619350292694007e-09 1.7049459429121180e-09 -2.0611222224599743e-13 -1.0785891264411260e-13 -1.4509641045721894e-16
-8.8254786114039076e-17 2.6602302628134432e-18 -1.1705168544560535e-16 -2.4050427956150236e-09 -1.5626777365456244e-09 1.7042310941663904e-09 -2.2666763782769010e-13 -5.2342143854205384e-14 -1.4407517635763134e-16
-8.6825761645866238e-17 8.2014539339508226e-19 -1.1674978137303907e-16 -2.4050693192090645e-09 -1.5634426188115936e-09 1.7035169848060438e-09 -2.3254442203485105e-13 6.5660198625539318e-15 -1.4306523464638688e-16
-8.5487607505786365e-17 -9.2868326517521844e-19 -1.1647553659985211e-16 -2.4051194326034457e-09 -1.5641881907076550e-09 1.7027942575158298e-09 -2.2336193716425807e-13 6.5050747922431284e-14 -1.4212563429179248e-16
-8.4310740876990200e-17 -2.4964411374870886e-18 -1.1624862907083788e-16 -2.4052249573156627e-09 -1.5648742204254655e-09 1.7020539871683247e-09 -1.9971470996777617e-13 1.1932478741980940e-13 -1.4131038221491669e-16
