7.996523505666178e-01 9.909647186157511e-01 9.277028080167207e-01 9.999522283950255e-01 7.397857561110434e-01 4.428646740217234e-01 8.125071371035906e-01 4.597312081947095e-01 -5.473294677724361e-01 8.935594600534960e-01 7.410040789059934e-01 -4.877866144733014e-01 6.390802291410519e-01 6.116522620002492e-01 -4.937863625842781e-01 -5.042037814350351e-01 5.611775848140538e-01 4.927465353531386e-01 -5.197452776133277e-01 -5.414251770039571e-01 -5.442085161094317e-01 -6.740769010137460e-01 8.876174077447144e-01 -5.391649873502545e-01 -5.480508120098970e-01 8.474075050710975e-01 -6.824508947832119e-01 5.557567253785418e-01 -5.229174641510860e-01 -6.969892184816827e-01 7.788364991021314e-01 -7.067548576615256e-01 7.646118518742244e-02 9.070953879476170e-01 -1.139602671555748e-01 -4.961955147538845e-01 5.594972522316054e-01 6.858161840220385e-01 -7.186745562848725e-01
7.986483382430832e-01 9.893185115787044e-01 8.740180937145858e-01 9.991979502727589e-01 7.401071303533392e-01 4.427253515899508e-01 9.363083795313849e-01 6.614640905213244e-01 -2.226623944668650e-01 9.659993909383361e-01 7.454076020363819e-01 -6.090751849359136e-01 8.029015861292113e-01 7.689079837562638e-01 -6.166846466643816e-01 -6.298990806222144e-01 7.062378646777133e-01 6.212396985791516e-01 -6.496179641787300e-01 -2.189041243183102e-01 -2.205128621261750e-01 -7.272043079151825e-01 9.596788074147750e-01 -2.185159805078295e-01 -2.215980763342963e-01 9.164005227349555e-01 -7.362885873752282e-01 2.247398997803115e-01 -2.120139102095072e-01 -7.520609119631726e-01 8.425758482510924e-01 -2.864013114365220e-01 3.065754945685458e-02 9.808230416895224e-01 -1.219218016319785e-01 -2.013075604465763e-01 2.262901815152276e-01 7.424145624389153e-01 -7.755887897319897e-01
7.988752794962301e-01 9.890768774393319e-01 8.230930519797460e-01 9.984210135839782e-01 7.404372065227476e-01 4.425601236161237e-01 9.999746598922974e-01 8.206452876574577e-01 1.164122214759163e-01 9.760180633609105e-01 7.508097796996177e-01 -6.905680789940297e-01 9.148651564867861e-01 8.765569655465686e-01 -6.993035609684967e-01 -7.144752975395202e-01 8.058279257253124e-01 7.098692778974750e-01 -7.371191099356723e-01 1.164813296945514e-01 1.175956787717438e-01 -7.331835087066355e-01 9.696995873818985e-01 1.165556544926108e-01 1.179228481766528e-01 9.261670832150355e-01 -7.423930752967182e-01 -1.196085810509008e-01 1.131315431445653e-01 -7.583837902064606e-01 8.518874706960099e-01 1.527458424283260e-01 -1.617610781235007e-02 9.911489494256825e-01 -1.218910550580545e-01 1.074866422976371e-01 -1.204536571673726e-01 7.510948115312315e-01 -7.822393736846087e-01
8.255010507632448e-01 9.933220556380108e-01 8.420601086254446e-01 9.402154022216591e-01 7.645262225957518e-01 5.083418769178456e-01 7.526524693604992e-01 4.982308110990090e-01 -5.337831094322166e-01 9.000296107496010e-01 7.760529861905904e-01 -4.179712768068414e-01 6.520767133898886e-01 6.333085929771739e-01 -4.251083130219679e-01 -4.375467999303819e-01 5.966172808700695e-01 5.463906028867522e-01 -4.562073799421212e-01 -4.447450270185275e-01 -5.331055406518364e-01 -5.719758109108553e-01 8.981921138194083e-01 -5.358667307321250e-01 -4.522861759977365e-01 8.700074726015748e-01 -5.817809009617816e-01 4.622674067877076e-01 -5.334439376921529e-01 -5.988667084098036e-01 8.207246880082878e-01 -6.939976844339053e-01 1.690828338702444e-02 9.201057444296091e-01 -2.603199878417183e-02 -5.275660928683115e-01 4.706494237375196e-01 7.532295240499806e-01 -6.244927586495073e-01
9.420443365325619e-01 9.359744862815211e-01 5.965263100815958e-01 5.526205699863026e-01 8.923354428092215e-01 7.925826396361967e-01 7.815799094043423e-01 8.714527032060169e-01 7.507253786746566e-01 8.250723302578397e-01 9.154558635177227e-01 5.031117090060176e-02 9.865613582764564e-01 9.919454629893985e-01 5.175525528033816e-02 5.429485779995828e-02 9.919010683876468e-01 9.918388849834815e-01 5.815640021238157e-02 -5.015435751321740e-02 7.622663657787948e-01 4.180940518658236e-02 8.324565107345243e-01 7.926173023740494e-01 -5.157521925875220e-02 8.341199185973929e-01 4.300173559513380e-02 5.370569471813501e-02 8.363768517465355e-01 4.509786598370142e-02 8.340833915803579e-01 8.563703336642323e-01 4.244670784879074e-01 7.359360718105117e-01 4.235949412398496e-01 9.012258051054268e-01 5.613951951999610e-02 8.340322294106666e-01 4.828334196456999e-02
9.583663901823404e-01 9.182308352904872e-01 6.011306891354123e-01 4.811540142614628e-01 9.104848053481587e-01 8.391966358641423e-01 5.301579325768347e-01 6.562921262108199e-01 -2.219190245942224e-01 9.803182754701510e-01 9.308070627263753e-01 1.323887611988809e-01 8.285593250962859e-01 8.314687450877699e-01 1.361010318314133e-01 1.426261788619571e-01 8.287455766433152e-01 8.249361482959604e-01 1.525403245209249e-01 4.809197827601777e-02 -2.227186918030571e-01 1.629340872372340e-01 9.885199899698645e-01 -2.311090720933536e-01 4.942043485467296e-02 9.884527857521683e-01 1.674655407827782e-01 -5.140295818799034e-02 -2.430289607829737e-01 1.754275337743706e-01 9.850073952012705e-01 -2.366984757003749e-01 -1.435823475617624e-01 8.266999846869127e-01 5.823469358523617e-01 -2.606071074668511e-01 -5.364623099634783e-02 9.801881841458191e-01 1.875175148015831e-01
9.552389161332993e-01 9.156141268489068e-01 5.864197083121913e-01 4.811251986020043e-01 9.104883957306231e-01 8.351403009175071e-01 6.468918436586129e-01 7.580085244119884e-01 1.220321546201615e-01 9.897379500236220e-01 9.290440899617124e-01 1.541135301291426e-01 9.430196395163110e-01 9.462356745694017e-01 1.584295482157391e-01 1.660157100980833e-01 9.429777153357911e-01 9.384204920828106e-01 1.775414697538088e-01 -2.734684469246598e-02 1.254167365467224e-01 1.661106777336528e-01 9.980109381345469e-01 1.301356699994342e-01 -2.810183422749336e-02 9.978983497188335e-01 1.707279310831152e-01 2.922842504984443e-02 1.368373970983953e-01 1.788405824423122e-01 9.943454297943506e-01 1.331744941085397e-01 8.100486797506135e-02 8.339202892260742e-01 5.890374124012143e-01 1.467192610467834e-01 3.050291700952318e-02 9.893759613214641e-01 1.911591156179624e-01
9.528746464842236e-01 9.136182590443214e-01 5.733606466517722e-01 4.808762462812298e-01 9.105544788929445e-01 8.315863973708080e-01 7.220234242285957e-01 8.106056303455941e-01 4.581171821768735e-01 9.352059635952273e-01 9.278499164068752e-01 1.661510289251707e-01 9.965498870014513e-01 9.998559310542240e-01 1.707988580933575e-01 1.789680347146828e-01 9.962590263302951e-01 9.912280032834312e-01 1.913791220556957e-01 -1.025043160827422e-01 4.655812255067350e-01 1.584737067502667e-01 9.429746168167108e-01 4.830773270251184e-01 -1.053326609520874e-01 9.428255533445516e-01 1.628762281975136e-01 1.095526515134774e-01 5.079163593653383e-01 1.706114965783434e-01 9.393975358949206e-01 4.939543464945365e-01 3.012729875083958e-01 7.872542864630364e-01 5.575922042661651e-01 5.445379714000727e-01 1.143256186382265e-01 9.346029130604498e-01 1.823567895253634e-01
9.514453037521323e-01 9.123565204034222e-01 5.627471983955590e-01 4.803550857977801e-01 9.106952008432323e-01 8.287914469567089e-01 7.507677022829166e-01 8.107788992931483e-01 7.646181083396058e-01 8.202421374430855e-01 9.273246728204908e-01 1.675216201491097e-01 9.856890580064679e-01 9.888682586644461e-01 1.722025380856520e-01 1.804296730557170e-01 9.851594436276119e-01 9.799722067726706e-01 1.929283642714164e-01 -1.724439202982532e-01 7.757936797714873e-01 1.403134997952283e-01 8.269652993227705e-01 8.049104779163946e-01 -1.771993757192442e-01 8.267967802956128e-01 1.442093240834791e-01 1.842939211569210e-01 8.462328883998064e-01 1.510542383873314e-01 8.237276065800583e-01 8.223608116888808e-01 5.029420698719670e-01 6.898062658895583e-01 4.899039823449603e-01 9.071498855877151e-01 1.923163629064670e-01 8.194350139651322e-01 1.614474241428783e-01
9.741278794938939e-01 8.881323846943918e-01 6.028745013701806e-01 3.829557770921632e-01 9.330102858139284e-01 8.993034840493279e-01 2.225075569748964e-01 3.795500373862263e-01 -7.372903795300255e-01 8.360642198045733e-01 9.451885103079425e-01 1.666141506056850e-01 5.368776590850364e-01 5.355488993314071e-01 1.709472011893021e-01 1.785515147356859e-01 5.284493310587318e-01 5.185570500857717e-01 1.900783211914307e-01 3.131481432371528e-01 -7.427586080677947e-01 2.707038426258435e-01 8.411660823253053e-01 -7.658193431324495e-01 3.211153285705177e-01 8.357387463765856e-01 2.776420234700312e-01 -3.328141011893904e-01 -7.966828964951387e-01 2.898121800451608e-01 8.238956783350730e-01 -7.182105970154227e-01 -5.623580872647416e-01 6.400435819586502e-01 5.819678052333729e-01 -8.413189397051536e-01 -3.456123692840799e-01 8.074007392201987e-01 3.082458018413619e-01
