5.2891958490739988e-01 5.0375073782759805e-01 6.8557254271776147e-01 9.9992407110047821e-01 3.7676739664321124e-01 4.5194138307260817e-01 -4.0918734331120837e-01 -2.0402843573814806e-03 3.6614925856804720e-01 -8.8449718771254027e-01 4.5665902530548175e-01
5.3251782054947960e-01 5.0709647622732157e-01 7.1240504807654881e-01 9.9955553608565673e-01 3.7726867347131382e-01 4.5295619872476384e-01 -6.2621406104335975e-01 2.5223806067390053e-01 1.3166004005997303e-01 -9.4838813639569119e-01 4.5753466908888230e-01
5.3516494220263366e-01 5.0963745360166901e-01 7.4590017362951111e-01 9.9919178675082654e-01 3.7776428649232835e-01 4.5409840498809650e-01 -8.0266453436095164e-01 4.8985086037309505e-01 -1.1134429328777035e-01 -9.5102021792576297e-01 4.5683957217696869e-01
5.3671754968197372e-01 5.1124246665516360e-01 7.8385307862942533e-01 9.9883525673598494e-01 3.7825101373880005e-01 4.5535108671483637e-01 -9.2714021312252148e-01 6.9527378492484471e-01 -3.4716883337561294e-01 -8.9222138345260638e-01 4.5464800199407823e-01
5.3710460305128505e-01 5.1184230193821756e-01 8.2374230106253832e-01 9.9848793883466624e-01 3.7872615308482660e-01 4.5668740471337577e-01 -9.9160468124554202e-01 8.5509569344877656e-01 -5.6058197950567878e-01 -7.7578637711134557e-01 4.5113529314103745e-01
5.3633224192876017e-01 5.1143434841664859e-01 8.6289365276967955e-01 9.9815120420502423e-01 3.7918776168697499e-01 4.5807205547170315e-01 -9.9190184607645693e-01 9.5889354940333560e-01 -7.3779854691045144e-01 -6.0923184573795852e-01 4.4656663372319372e-01
5.3448349542091811e-01 5.1008279504849974e-01 8.9865590548299601e-01 9.9782566109288973e-01 3.7963484739965259e-01 4.5946347591941505e-01 -9.2802328045690496e-01 9.9991145638521928e-01 -8.6736962037999410e-01 -4.0331143479710052e-01 4.4127974011330384e-01
5.3171289280930190e-01 5.0791439919745285e-01 9.2857673422527187e-01 9.9751106577909809e-01 3.8006749532699874e-01 4.6081665967353264e-01 -8.0410768414929723e-01 9.7549976311384401e-01 -9.4092186103629727e-01 -1.7132206203971426e-01 4.3566255007379034e-01
5.2823632266016118e-01 5.0511010473252171e-01 9.5056723852730685e-01 9.9720629491255564e-01 3.8048691708455407e-01 4.6208639759800807e-01 -6.2817267364615414e-01 8.8728585768495316e-01 -9.5369861203802064e-01 7.1754030003343822e-02 4.3012740634368962e-01
5.2431680373093459e-01 5.0189306337186557e-01 9.6304398985252215e-01 9.9690938401165274e-01 3.8089541584477393e-01 4.6323071402155852e-01 -4.1159629947141352e-01 7.4106573465310011e-01 -9.0486783629363809e-01 3.1021626005803199e-01 4.2508344843380375e-01
5.2024710392752760e-01 4.9851385124050063e-01 9.6503892552257708e-01 9.9661763201742748e-01 3.8129626644562931e-01 4.6421424429669095e-01 -1.6838174596990535e-01 5.4642355503882667e-01 -7.9757686626256030e-01 5.2865947361203003e-01 4.2090906205762890e-01
5.1633035546393735e-01 4.9523385903566725e-01 9.5626944496317590e-01 9.9632776671934353e-01 3.8169351629950321e-01 4.6501129216637405e-01 8.5747414563972293e-02 3.1610407550676289e-01 -6.3875021618629013e-01 7.1296912075575836e-01 4.1792624356540731e-01
5.1285995061814971e-01 4.9230795627370610e-01 9.3716363646405831e-01 9.9603616102925829e-01 3.8209171907438910e-01 4.6560831795492852e-01 3.3436313919293664e-01 6.5178876364374014e-02 -4.3864327170585193e-01 8.5123356385682836e-01 4.1637861912564311e-01
5.1010005368708822e-01 4.8996757955933490e-01 9.0883850588790116e-01 9.9573908582991477e-01 3.8249561864766640e-01 4.6600564073810108e-01 5.6139453173526799e-01 -1.8993925547815252e-01 -2.1018046905287086e-01 9.3451446715165121e-01 4.1641462225593784e-01
5.0826802679048089e-01 4.8840536813828800e-01 8.7303219887112427e-01 9.9543298181422302e-01 3.8290980522001755e-01 4.6621818769695617e-01 7.5216666649163488e-01 -4.3256950000639383e-01 3.1879420996853106e-02 9.5742529767162210e-01 4.1807699355071137e-01
5.0751994220557684e-01 4.8776236860761851e-01 8.3199429495491184e-01 9.9511473064454170e-01 3.8333836835355189e-01 4.6627518866741324e-01 8.9434949164839150e-01 -6.4685366314303128e-01 2.7189700621835017e-01 9.1848032316293637e-01 4.2129934556198800e-01
5.0794015003905724e-01 4.8811866097912132e-01 7.8834109591881329e-01 9.9478190509355113e-01 3.8378457280053058e-01 4.6621878907209952e-01 9.7875538242035454e-01 -8.1879301613353006e-01 4.9436327875288316e-01 8.2019133885094175e-01 4.2591006196281528e-01
5.0953560059375158e-01 4.8948803142178438e-01 7.4488523529950446e-01 9.9443297867576008e-01 3.8425058218083136e-01 4.6610163461675536e-01 9.9993360537436149e-01 -9.3716343579932804e-01 6.8490241510060934e-01 6.6890572700097051e-01 4.3164330532666295e-01
